Time(sec),VGRF_left_s1,VGRF_left_s2,VGRF_left_s3,VGRF_left_s4,VGRF_left_s5,VGRF_left_s6,VGRF_left_s7,VGRF_left_s8,VGRF_right_s1,VGRF_right_s2,VGRF_right_s3,VGRF_right_s4,VGRF_right_s5,VGRF_right_s6,VGRF_right_s7,VGRF_right_s8,Total_force_left,Total_force_right,class
114.262,25.3,89.43,101.2,91.19,47.63,88.11,166.76,57.2,48.62,0,0,0,0,0,0,0,666.82,48.62,1
114.272,25.3,84.81,97.68,92.84,47.63,88.11,166.76,57.2,71.17,4.84,8.25,0,0,0,0,0,660.33,84.26,1
114.282,22.77,78.43,90.75,92.84,45.98,90.97,166.76,57.2,84.48,14.52,30.25,0,0,0,0,0,645.7,129.25,1
114.292,20.24,70.62,83.71,92.84,45.98,90.97,166.76,57.2,87.89,25.74,55.11,0,0,0,0,0,628.32,168.74,1
114.302,17.71,61.16,75.02,92.84,44.44,90.97,166.76,57.2,84.48,41.91,69.85,0,0,0,0,0,606.1,196.24,1
114.312,15.18,52.25,66.22,92.84,42.9,90.97,166.76,57.2,77.88,58.3,87.01,0,4.62,0,0,0,584.32,227.81,1
114.322,15.18,43.78,55.77,91.19,41.25,93.94,166.76,62.48,74.58,74.36,99.33,4.62,9.35,0,4.95,0,570.35,267.19,1
114.332,12.65,33.88,44.88,91.19,39.71,96.91,170.39,57.2,71.17,83.38,109.12,4.62,11.77,0,4.95,0,546.81,285.01,1
114.342,10.12,25.41,32.34,88.11,36.52,96.91,170.39,57.2,71.17,90.53,111.65,6.93,16.39,0,7.48,0,517,304.15,1
114.352,10.12,16.94,21.56,84.92,31.68,96.91,170.39,62.48,71.17,97.68,116.16,6.93,18.81,0,7.48,0,495,318.23,1
114.362,7.59,11.22,16.17,80.19,26.95,99.88,170.39,62.48,74.58,104.83,120.67,11.66,21.12,0,7.48,0,474.87,340.34,1
114.372,5.06,7.04,12.54,73.81,23.76,99.88,170.39,57.2,74.58,110.22,122.98,13.97,23.54,0,10.01,0,449.68,355.3,1
114.382,0,5.61,8.91,64.35,19.03,102.74,170.39,57.2,77.88,115.61,127.49,16.39,25.85,0,10.01,0,428.23,373.23,1
114.392,0,4.18,7.15,51.26,14.3,102.74,166.76,57.2,81.18,119.35,129.8,18.7,28.16,0,12.54,0,403.59,389.73,1
114.402,0,2.75,7.15,36.74,11.11,102.74,163.24,57.2,84.48,121.22,134.31,21.01,28.16,0,12.54,0,380.93,401.72,1
114.412,0,2.75,5.39,27.61,7.92,99.88,159.72,57.2,87.89,124.96,138.82,21.01,30.58,0,15.07,0,360.47,418.33,1
114.422,0,2.75,5.39,21.01,6.27,96.91,152.68,57.2,91.19,126.83,141.13,21.01,30.58,0,15.07,0,342.21,425.81,1
114.432,0,0,3.52,15.73,6.27,90.97,142.01,57.2,94.49,128.7,143.33,21.01,28.16,0,15.07,0,315.7,430.76,1
114.442,0,0,3.52,10.45,4.73,85.14,131.45,62.48,97.79,130.57,145.64,21.01,30.58,0,15.07,0,297.77,440.66,1
114.452,0,0,3.52,6.49,4.73,76.34,117.26,62.48,101.2,130.57,147.95,21.01,30.58,0,15.07,0,270.82,446.38,1
114.462,0,0,0,5.17,4.73,70.4,106.48,67.76,101.2,132.44,150.15,21.01,30.58,0,15.07,0,254.54,450.45,1
114.472,0,0,0,3.85,4.73,64.57,91.52,78.32,104.5,132.44,152.46,21.01,30.58,0,15.07,0,242.99,456.06,1
114.482,0,0,0,3.85,4.73,58.63,84.04,83.71,107.8,134.2,152.46,21.01,30.58,0,15.07,0,234.96,461.12,1
114.492,0,0,0,2.53,3.08,49.5,72.82,99.55,111.1,134.2,156.97,21.01,30.58,0,15.07,0,227.48,468.93,1
114.502,0,0,0,2.53,3.08,43.34,61.6,110.22,111.1,136.07,156.97,21.01,32.89,0,15.07,0,220.77,473.11,1
114.512,0,0,0,2.53,3.08,37.18,51.48,114.95,114.51,136.07,159.28,21.01,32.89,0,15.07,0,209.22,478.83,1
114.522,0,0,0,2.53,3.08,30.91,35.42,124.63,117.48,137.94,161.48,23.43,32.89,0,17.6,0,196.57,490.82,1
114.532,0,0,0,2.53,3.08,24.75,22.44,124.63,120.45,141.68,166.1,23.43,35.31,0,17.6,0,177.43,504.57,1
114.542,0,0,0,0,3.08,18.59,12.87,119.79,123.42,143.55,168.3,25.74,35.31,0,20.13,0,154.33,516.45,1
114.552,0,0,0,0,3.08,9.24,9.57,99.55,123.42,145.42,170.61,25.74,37.62,4.51,22.66,0,121.44,529.98,1
114.562,0,0,0,0,3.08,0,6.38,73.04,129.36,147.29,172.92,28.05,37.62,0,25.19,0,82.5,540.43,1
114.572,0,0,0,0,3.08,0,6.38,62.48,129.36,149.16,175.23,28.05,40.04,0,27.72,0,71.94,549.56,1
114.582,0,0,0,0,3.08,0,6.38,57.2,132.33,151.03,179.85,28.05,40.04,4.51,30.14,0,66.66,565.95,1
114.592,0,0,0,0,3.08,0,0,52.8,135.3,151.03,182.16,28.05,40.04,4.51,32.67,0,55.88,573.76,1
114.602,0,0,0,0,3.08,0,0,52.8,138.27,151.03,186.67,28.05,42.35,4.51,35.2,0,55.88,586.08,1
114.612,0,0,0,0,3.08,0,0,48.4,141.24,152.79,188.98,28.05,42.35,4.51,37.73,0,51.48,595.65,1
114.622,0,0,0,0,0,0,0,39.6,141.24,152.79,191.29,30.47,42.35,4.51,37.73,0,39.6,600.38,1
114.632,0,0,0,0,0,0,0,30.8,144.32,154.66,193.6,28.05,44.66,4.51,40.26,0,30.8,610.06,1
114.642,0,0,0,0,0,0,0,17.6,144.32,154.66,195.91,30.47,44.66,4.51,42.79,0,17.6,617.32,1
114.652,0,0,0,0,0,0,0,8.8,147.29,154.66,198.22,30.47,47.08,4.51,47.85,0,8.8,630.08,1
114.662,0,0,0,0,0,0,0,0,147.29,156.53,198.22,32.78,49.39,6.82,47.85,0,0,638.88,1
114.672,0,0,0,0,0,0,0,0,147.29,156.53,200.53,30.47,49.39,6.82,52.91,3.74,0,647.68,1
114.682,0,0,0,0,0,0,0,0,147.29,156.53,200.53,32.78,49.39,6.82,55.44,3.74,0,652.52,1
114.692,0,0,0,0,0,0,0,0,144.32,158.4,200.53,32.78,51.81,6.82,57.97,3.74,0,656.37,1
114.702,0,0,0,0,0,0,0,0,144.32,158.4,200.53,32.78,51.81,6.82,57.97,3.74,0,656.37,1
114.712,0,0,0,0,0,0,0,0,144.32,158.4,200.53,32.78,51.81,6.82,57.97,3.74,0,656.37,1
114.722,0,0,0,0,0,0,0,0,144.32,156.53,198.22,35.09,51.81,9.13,61.27,3.74,0,660.11,1
114.732,0,0,0,0,0,0,0,0,144.32,156.53,198.22,35.09,51.81,9.13,61.27,3.74,0,660.11,1
114.742,0,0,0,0,0,0,0,0,141.24,154.66,195.91,35.09,54.12,9.13,64.68,3.74,0,658.57,1
114.752,0,0,0,0,0,0,0,0,138.27,154.66,195.91,35.09,54.12,9.13,64.68,3.74,0,655.6,1
114.762,0,0,0,0,0,0,0,0,138.27,154.66,195.91,35.09,56.54,9.13,67.98,3.74,0,661.32,1
114.772,0,0,0,0,0,0,0,0,138.27,154.66,195.91,35.09,56.54,9.13,71.39,5.72,0,666.71,1
114.782,0,0,0,0,0,0,0,0,138.27,154.66,198.22,35.09,56.54,9.13,74.8,5.72,0,672.43,1
114.792,0,0,0,0,0,0,0,0,138.27,154.66,198.22,35.09,58.85,11.44,78.1,5.72,0,680.35,1
114.802,0,0,0,0,0,0,0,0,138.27,152.79,200.53,35.09,58.85,11.44,81.51,5.72,0,684.2,1
114.812,0,0,0,0,0,0,0,0,138.27,154.66,198.22,37.51,58.85,11.44,81.51,5.72,0,686.18,1
114.822,0,0,0,0,0,0,0,0,138.27,152.79,198.22,37.51,58.85,11.44,84.92,5.72,0,687.72,1
114.832,0,0,0,0,0,0,0,0,135.3,152.79,198.22,37.51,61.16,11.44,84.92,5.72,0,687.06,1
114.842,0,0,0,0,0,0,0,0,135.3,152.79,195.91,39.82,61.16,11.44,88.22,5.72,0,690.36,1
114.852,0,0,0,0,0,0,0,0,135.3,152.79,193.6,39.82,61.16,13.75,88.22,5.72,0,690.36,1
114.862,0,0,0,0,0,0,0,0,132.33,151.03,191.29,39.82,61.16,13.75,88.22,5.72,0,683.32,1
114.872,0,0,0,0,0,0,0,0,129.36,151.03,191.29,42.13,61.16,13.75,91.63,7.59,0,687.94,1
114.882,0,0,0,0,0,0,0,0,126.39,151.03,191.29,44.55,63.58,16.06,95.04,7.59,0,695.53,1
114.892,0,0,0,0,0,0,0,8.8,126.39,149.16,188.98,44.55,63.58,16.06,98.34,7.59,8.8,694.65,1
114.902,0,0,0,0,0,0,0,13.2,123.42,149.16,186.67,44.55,63.58,18.37,101.75,7.59,13.2,695.09,1
114.912,0,0,0,0,0,0,0,17.6,120.45,147.29,186.67,46.86,65.89,18.37,105.16,7.59,17.6,698.28,1
114.922,0,0,0,0,0,6.16,0,13.2,120.45,147.29,186.67,46.86,68.2,18.37,108.46,9.57,19.36,705.87,1
114.932,0,0,0,0,0,12.32,0,8.8,117.48,147.29,184.47,49.17,68.2,20.57,111.87,9.57,21.12,708.62,1
114.942,0,0,0,0,0,15.4,0,0,114.51,147.29,184.47,49.17,68.2,22.88,118.58,9.57,15.4,714.67,1
114.952,0,0,0,2.53,0,6.16,0,0,111.1,147.29,182.16,51.59,70.62,22.88,121.99,9.57,8.69,717.2,1
114.962,0,0,0,10.45,0,6.16,0,0,107.8,147.29,182.16,56.21,72.93,25.19,125.29,11.44,16.61,728.31,1
114.972,0,0,0,23.65,0,6.16,0,0,104.5,147.29,179.85,58.63,72.93,27.5,128.7,11.44,29.81,730.84,1
114.982,12.65,8.47,3.52,19.69,0,0,0,0,101.2,147.29,177.54,61.49,75.24,32.12,135.41,13.42,44.33,743.71,1
114.992,17.71,11.22,5.39,21.01,0,0,0,0,94.49,147.29,172.92,64.35,75.24,32.12,138.71,11.44,55.33,736.56,1
115.0019,17.71,14.08,12.54,27.61,6.27,0,6.38,0,87.89,145.42,168.3,67.32,77.66,34.43,145.42,13.42,84.59,739.86,1
115.0119,17.71,12.65,17.93,26.29,9.46,0,6.38,0,81.18,141.68,161.48,70.18,77.66,36.74,148.83,13.42,90.42,731.17,1
115.0219,17.71,12.65,17.93,22.33,6.27,0,6.38,0,74.58,137.94,154.66,73.15,79.97,38.94,152.13,15.29,83.27,726.66,1
115.0319,17.71,14.08,17.93,21.01,4.73,0,6.38,0,64.57,132.44,147.95,76.01,79.97,41.25,155.54,15.29,81.84,713.02,1
115.0419,17.71,14.08,19.69,22.33,6.27,0,0,0,57.97,126.83,141.13,76.01,82.28,41.25,158.84,15.29,80.08,699.6,1
115.0519,17.71,16.94,21.56,24.97,7.92,0,0,0,50.93,123.09,134.31,78.98,82.28,43.56,162.25,15.29,89.1,690.69,1
115.0619,17.71,18.37,26.95,28.82,11.11,0,6.38,0,44,115.61,127.49,78.98,84.7,45.87,165.55,15.29,109.34,677.49,1
115.0719,17.71,21.12,32.34,31.46,17.38,6.16,9.57,0,39.38,108.46,118.36,81.84,84.7,48.18,168.96,17.27,135.74,667.15,1
115.0819,17.71,25.41,37.73,32.78,22.22,6.16,9.57,0,32.45,101.31,109.12,81.84,87.01,50.49,172.15,17.27,151.58,651.64,1
115.0919,22.77,33.88,44.88,36.74,22.22,6.16,12.87,0,25.41,92.29,96.8,81.84,87.01,52.8,175.45,17.27,179.52,628.87,1
115.1019,25.3,42.35,52.14,38.06,23.76,6.16,16.06,0,23.1,81.51,84.59,81.84,87.01,55.11,178.75,17.27,203.83,609.18,1
115.1119,25.3,46.64,60.94,39.38,25.41,9.24,22.44,8.8,18.48,70.84,72.27,81.84,87.01,57.31,181.94,19.14,238.15,588.83,1
115.1219,25.3,50.82,67.98,40.7,26.95,12.32,32.12,8.8,16.17,60.06,57.53,81.84,84.7,61.82,181.94,19.14,264.99,563.2,1
115.1319,27.83,55.11,75.02,42.02,28.6,15.4,38.61,8.8,13.86,48.4,44,84.81,82.28,64.13,181.94,19.14,291.39,538.56,1
115.1419,30.36,61.16,81.95,43.34,28.6,15.4,44.99,13.2,11.55,35.53,33,81.84,77.66,66.33,185.24,19.14,319,510.29,1
115.1519,30.36,67.43,88.99,44.66,28.6,18.59,51.48,13.2,9.24,20.9,27.5,78.98,72.93,70.84,185.24,19.14,343.31,484.77,1
115.1619,32.89,73.81,95.92,45.98,28.6,21.67,57.97,17.6,6.93,12.87,22,70.18,65.89,73.15,181.94,21.12,374.44,454.08,1
115.1719,35.42,80.08,101.2,48.62,30.14,24.75,61.6,17.6,4.62,9.68,16.5,56.21,54.12,75.46,178.75,21.12,399.41,416.46,1
115.1819,37.95,86.35,106.48,49.94,30.14,27.83,65.34,22,0,8.03,16.5,42.13,44.66,77.66,178.75,21.12,426.03,388.85,1
115.1919,37.95,92.62,108.24,52.58,30.14,30.91,69.08,22,0,6.38,13.75,30.47,30.58,79.97,172.15,22.99,443.52,356.29,1
115.2019,40.48,97.35,110,55.22,30.14,33.99,69.08,22,0,4.84,11,21.01,18.81,79.97,162.25,22.99,458.26,320.87,1
115.2119,40.48,100.43,110,58.08,30.14,33.99,72.82,26.4,0,4.84,11,13.97,14.08,73.15,148.83,24.97,472.34,290.84,1
115.2219,43.01,103.62,110,59.62,30.14,37.18,72.82,26.4,0,3.19,8.25,9.35,9.35,66.33,128.7,26.84,482.79,252.01,1
115.2319,43.01,106.7,111.76,62.81,30.14,37.18,72.82,26.4,0,3.19,8.25,4.62,9.35,55.11,101.75,26.84,490.82,209.11,1
115.2419,43.01,109.89,111.76,64.35,30.14,40.26,72.82,26.4,0,3.19,5.5,0,4.62,48.18,74.8,28.82,498.63,165.11,1
115.2519,43.01,113.08,113.52,67.54,30.14,40.26,72.82,26.4,0,3.19,5.5,0,4.62,43.56,57.97,34.54,506.77,149.38,1
115.2619,45.54,116.16,113.52,69.08,31.68,43.34,76.56,30.8,0,0,5.5,0,4.62,38.94,47.85,44.22,526.68,141.13,1
115.2719,45.54,119.35,115.28,70.73,30.14,43.34,76.56,30.8,0,0,5.5,0,4.62,32.12,37.73,55.77,531.74,135.74,1
115.2819,45.54,122.43,115.28,72.27,31.68,43.34,76.56,30.8,0,0,5.5,0,0,22.88,30.14,64.79,537.9,123.31,1
115.2919,48.07,125.62,116.93,73.81,31.68,46.42,76.56,30.8,0,0,0,0,0,11.44,20.13,69.3,549.89,100.87,1
115.3019,50.6,130.35,118.69,77,31.68,46.42,80.3,30.8,0,0,0,0,0,4.51,10.01,62.48,565.84,77,1
115.3119,50.6,133.54,122.1,78.54,31.68,49.5,80.3,30.8,0,0,0,0,0,0,15.07,51.92,577.06,66.99,1
115.3219,50.6,138.27,123.86,81.73,31.68,52.58,84.04,30.8,0,0,0,0,0,0,4.95,48.07,593.56,53.02,1
115.3319,53.13,141.35,123.86,84.92,33.33,55.77,84.04,35.2,0,0,0,0,0,0,0,42.24,611.6,42.24,1
115.3419,53.13,147.62,123.86,88.11,33.33,58.63,84.04,35.2,0,0,0,0,0,0,0,38.39,623.92,38.39,1
115.3519,53.13,152.35,125.62,92.84,33.33,61.6,87.78,39.6,0,0,0,0,0,0,0,32.67,646.25,32.67,1
115.3619,53.13,155.54,125.62,97.57,33.33,64.57,84.04,39.6,0,0,0,0,0,0,0,22.99,653.4,22.99,1
115.3719,53.13,158.73,123.86,102.3,33.33,67.43,87.78,39.6,0,0,0,0,0,0,0,9.57,666.16,9.57,1
115.3819,53.13,163.46,122.1,105.38,33.33,70.4,87.78,39.6,0,0,0,0,0,0,0,0,675.18,0,1
115.3919,53.13,165,122.1,110.22,33.33,73.37,84.04,44,0,0,0,0,0,0,0,0,685.19,0,1
115.4019,53.13,166.54,120.45,113.52,33.33,79.2,87.78,44,0,0,0,0,0,0,0,0,697.95,0,1
115.4119,50.6,168.19,118.69,118.47,33.33,79.2,87.78,44,0,0,0,0,0,0,0,0,700.26,0,1
115.4219,48.07,168.19,115.28,121.88,33.33,85.14,87.78,44,0,0,0,0,0,0,0,0,703.67,0,1
115.4319,48.07,166.54,113.52,125.18,33.33,88.11,87.78,44,0,0,0,0,0,0,0,0,706.53,0,1
115.4419,45.54,166.54,110,128.59,34.87,90.97,91.52,48.4,0,0,0,0,0,0,0,0,716.43,0,1
115.4519,45.54,166.54,108.24,131.89,34.87,90.97,91.52,48.4,0,0,0,0,0,0,0,0,717.97,0,1
115.4619,43.01,165,106.48,133.54,34.87,93.94,91.52,48.4,0,0,0,0,0,0,0,0,716.76,0,1
115.4719,43.01,165,102.96,136.84,34.87,96.91,91.52,48.4,0,0,0,0,0,0,0,0,719.51,0,1
115.4819,40.48,163.46,101.2,138.6,34.87,96.91,91.52,48.4,0,0,0,0,0,0,0,0,715.44,0,1
115.4919,40.48,163.46,99.44,138.6,34.87,96.91,91.52,48.4,0,0,0,0,0,0,0,0,713.68,0,1
115.5019,40.48,160.27,97.68,140.25,34.87,96.91,91.52,52.8,0,0,0,0,0,0,0,0,714.78,0,1
115.5119,37.95,160.27,95.92,140.25,34.87,99.88,91.52,48.4,0,0,0,0,0,0,0,0,709.06,0,1
115.5219,37.95,160.27,95.92,140.25,34.87,99.88,91.52,48.4,0,0,0,0,0,0,0,0,709.06,0,1
115.5319,37.95,158.73,95.92,140.25,34.87,99.88,91.52,48.4,0,0,0,0,0,0,0,0,707.52,0,1
115.5419,37.95,158.73,95.92,141.9,34.87,96.91,91.52,48.4,0,0,0,0,0,0,0,0,706.2,0,1
115.5519,37.95,157.08,95.92,141.9,34.87,96.91,91.52,48.4,0,0,0,0,0,0,0,0,704.55,0,1
115.5619,37.95,157.08,95.92,141.9,34.87,96.91,91.52,48.4,0,0,0,0,0,0,0,0,704.55,0,1
115.5719,37.95,157.08,95.92,141.9,34.87,96.91,87.78,48.4,0,0,0,0,0,0,0,0,700.81,0,1
115.5819,37.95,157.08,95.92,141.9,34.87,96.91,91.52,48.4,0,0,0,0,0,0,0,0,704.55,0,1
115.5919,37.95,155.54,97.68,140.25,34.87,96.91,91.52,52.8,0,0,0,0,0,0,0,0,707.52,0,1
115.6019,37.95,155.54,97.68,140.25,36.52,96.91,91.52,48.4,0,0,0,0,0,0,0,0,704.77,0,1
115.6119,37.95,155.54,99.44,140.25,36.52,96.91,91.52,52.8,0,0,0,0,0,0,0,0,710.93,0,1
115.6219,37.95,154,97.68,141.9,36.52,96.91,91.52,48.4,0,0,0,0,0,0,0,0,704.88,0,1
115.6319,37.95,154,99.44,141.9,36.52,96.91,91.52,52.8,0,0,0,0,0,0,0,0,711.04,0,1
115.6419,37.95,152.35,99.44,141.9,36.52,96.91,91.52,52.8,0,0,0,0,0,0,0,0,709.39,0,1
115.6519,37.95,150.81,97.68,141.9,36.52,96.91,95.26,52.8,0,0,0,0,0,0,0,0,709.83,0,1
115.6619,35.42,149.27,97.68,143.55,36.52,99.88,95.26,52.8,0,0,0,0,0,0,0,0,710.38,0,1
115.6719,35.42,147.62,95.92,145.2,38.06,99.88,95.26,52.8,0,0,0,0,0,0,0,0,710.16,0,1
115.6819,32.89,144.54,94.27,145.2,38.06,102.74,99,52.8,0,0,0,0,0,0,0,0,709.5,0,1
115.6919,32.89,141.35,92.51,148.61,38.06,102.74,102.74,52.8,0,0,0,0,0,0,0,0,711.7,0,1
115.7019,30.36,138.27,88.99,150.26,39.71,105.71,102.74,57.2,0,0,0,0,0,0,0,0,713.24,0,1
115.7119,30.36,133.54,85.47,151.91,39.71,108.68,106.48,57.2,0,0,0,0,0,0,0,0,713.35,0,1
115.7219,27.83,130.35,81.95,153.56,39.71,111.65,110.22,57.2,0,0,0,0,0,0,0,0,712.47,0,1
115.7319,27.83,125.62,76.67,155.21,39.71,114.51,110.22,57.2,0,0,0,0,0,0,0,0,706.97,0,1
115.7419,25.3,120.89,73.26,158.62,41.25,117.37,113.74,62.48,0,0,0,0,0,0,0,0,712.91,0,1
115.7519,22.77,116.16,69.74,160.27,41.25,120.23,117.26,62.48,0,0,0,0,0,0,0,0,710.16,0,1
115.7619,20.24,109.89,64.46,163.57,41.25,123.09,120.78,62.48,0,0,0,0,0,0,0,0,705.76,0,1
115.7719,20.24,105.16,57.42,165.33,41.25,128.81,124.3,67.76,0,0,0,0,0,0,0,0,710.27,0,1
115.7819,17.71,98.89,52.14,166.98,41.25,131.67,127.82,67.76,0,0,0,0,0,0,0,0,704.22,0,1
115.7919,15.18,92.62,46.75,168.74,41.25,134.53,131.45,67.76,0,0,0,0,0,0,0,0,698.28,0,1
115.8019,12.65,84.81,41.36,168.74,41.25,137.39,138.49,73.04,0,0,0,0,0,0,0,0,697.73,0,1
115.8119,12.65,76.89,34.1,168.74,41.25,140.25,145.53,73.04,0,0,0,0,0,0,0,0,692.45,0,1
115.8219,10.12,67.43,28.71,168.74,41.25,143.11,149.05,73.04,0,0,0,0,0,0,0,0,681.45,0,1
115.8319,10.12,56.54,23.32,168.74,41.25,148.83,156.2,73.04,0,0,0,0,0,0,0,0,678.04,0,1
115.8419,7.59,46.64,17.93,166.98,39.71,151.69,163.24,78.32,4.62,0,0,0,0,0,0,0,672.1,4.62,1
115.8519,7.59,35.31,16.17,166.98,36.52,154.55,166.76,78.32,11.55,0,0,0,0,0,0,0,662.2,11.55,1
115.8619,5.06,25.41,12.54,163.57,33.33,157.41,174.02,78.32,27.72,0,0,0,0,0,0,0,649.66,27.72,1
115.8719,5.06,16.94,10.78,160.27,30.14,160.27,177.76,78.32,46.31,0,0,0,0,0,0,0,639.54,46.31,1
115.8819,0,9.79,7.15,155.21,25.41,163.13,185.24,78.32,74.58,0,0,0,0,0,0,0,624.25,74.58,1
115.8919,0,8.47,7.15,148.61,22.22,166.1,185.24,78.32,111.1,6.38,8.25,0,0,0,0,0,616.11,125.73,1
115.9019,0,7.04,5.39,136.84,19.03,168.96,188.98,78.32,120.45,20.9,27.5,0,0,0,0,0,604.56,168.85,1
115.9119,0,5.61,3.52,123.53,14.3,171.82,188.98,83.71,117.48,40.37,52.25,0,0,0,0,0,591.47,210.1,1
115.9219,0,4.18,3.52,105.38,12.65,174.68,188.98,83.71,114.51,56.54,67.32,0,0,0,0,0,573.1,238.37,1
115.9319,0,4.18,3.52,84.92,9.46,174.68,188.98,88.99,104.5,68.97,79.64,0,0,0,0,0,554.73,253.11,1
115.9419,0,2.75,0,58.08,7.92,177.54,185.24,94.27,94.49,77.99,87.01,0,4.62,0,0,0,525.8,264.11,1
115.9519,0,2.75,0,43.34,7.92,174.68,177.76,99.55,87.89,85.14,94.38,0,4.62,0,0,0,506,272.03,1
115.9619,0,2.75,0,31.46,6.27,168.96,170.39,110.22,84.48,90.53,104.17,4.62,7.04,0,0,0,490.05,290.84,1
115.9719,0,0,0,21.01,6.27,157.41,156.2,124.63,84.48,95.92,113.85,4.62,9.35,0,4.95,0,465.52,313.17,1
115.9819,0,0,0,14.41,6.27,140.25,138.49,134.31,84.48,99.44,122.98,4.62,14.08,0,4.95,0,433.73,330.55,1
115.9919,0,0,0,11.77,6.27,123.09,120.78,143.99,87.89,104.83,129.8,4.62,16.39,0,4.95,0,405.9,348.48,1
116.0019,0,0,0,9.13,6.27,105.71,106.48,158.51,87.89,108.46,134.31,6.93,18.81,0,4.95,0,386.1,361.35,1
116.0119,0,0,0,7.81,6.27,93.94,87.78,178.86,91.19,111.98,136.51,4.62,21.12,0,7.48,0,374.66,372.9,1
116.0219,0,0,0,7.81,4.73,79.2,72.82,189.64,94.49,115.61,138.82,6.93,21.12,0,7.48,0,354.2,384.45,1
116.0319,0,0,0,6.49,4.73,64.57,51.48,200.42,101.2,117.48,141.13,6.93,21.12,0,4.95,0,327.69,392.81,1
116.0419,0,0,0,6.49,4.73,55.77,32.12,200.42,101.2,119.35,143.33,6.93,21.12,0,4.95,0,299.53,396.88,1
116.0519,0,0,0,5.17,6.27,43.34,19.25,184.25,107.8,119.35,145.64,6.93,23.54,0,7.48,0,258.28,410.74,1
116.0619,0,0,0,5.17,4.73,27.83,16.06,158.51,107.8,121.22,147.95,6.93,23.54,0,7.48,0,212.3,414.92,1
116.0719,0,0,0,3.85,4.73,15.4,12.87,139.15,114.51,121.22,152.46,6.93,25.85,0,7.48,0,176,428.45,1
116.0819,0,0,0,3.85,4.73,9.24,12.87,119.79,117.48,124.96,154.66,9.35,28.16,0,10.01,0,150.48,444.62,1
116.0919,0,0,0,2.53,4.73,9.24,9.57,114.95,117.48,128.7,159.28,11.66,30.58,0,10.01,0,141.02,457.71,1
116.1019,0,0,0,2.53,4.73,6.16,9.57,114.95,123.42,132.44,161.48,11.66,32.89,0,12.54,0,137.94,474.43,1
116.1119,0,0,0,2.53,4.73,6.16,9.57,110.22,123.42,134.2,163.79,13.97,35.31,0,15.07,0,133.21,485.76,1
116.1219,0,0,0,2.53,4.73,0,6.38,99.55,126.39,137.94,168.3,16.39,37.62,0,17.6,0,113.19,504.24,1
116.1319,0,0,0,2.53,4.73,0,6.38,83.71,129.36,139.81,172.92,16.39,37.62,0,20.13,0,97.35,516.23,1
116.1419,0,0,0,0,3.08,0,6.38,62.48,132.33,139.81,175.23,16.39,40.04,0,25.19,0,71.94,528.99,1
116.1519,0,0,0,0,3.08,0,0,39.6,135.3,141.68,179.85,18.7,42.35,0,30.14,0,42.68,548.02,1
116.1619,0,0,0,0,3.08,0,0,22,135.3,143.55,184.47,18.7,44.66,0,35.2,0,25.08,561.88,1
116.1719,0,0,0,0,0,0,0,13.2,138.27,145.42,186.67,18.7,47.08,0,37.73,0,13.2,573.87,1
116.1819,0,0,0,0,0,0,0,8.8,141.24,145.42,188.98,21.01,49.39,0,42.79,0,8.8,588.83,1
116.1919,0,0,0,0,0,0,0,0,141.24,147.29,191.29,21.01,49.39,4.51,47.85,0,0,602.58,1
116.2019,0,0,0,0,0,0,0,0,141.24,147.29,193.6,21.01,51.81,4.51,52.91,0,0,612.37,1
116.2119,0,0,0,0,0,0,0,0,144.32,149.16,193.6,23.43,54.12,4.51,55.44,0,0,624.58,1
116.2219,0,0,0,0,0,0,0,0,144.32,149.16,195.91,23.43,56.54,4.51,61.27,0,0,635.14,1
116.2319,0,0,0,0,0,0,0,0,141.24,149.16,195.91,23.43,58.85,4.51,71.39,3.74,0,648.23,1
116.2419,0,0,0,0,0,0,0,0,141.24,149.16,195.91,25.74,61.16,6.82,78.1,3.74,0,661.87,1
116.2519,0,0,0,0,0,0,0,0,138.27,149.16,195.91,25.74,61.16,6.82,84.92,3.74,0,665.72,1
116.2619,0,0,0,0,0,0,0,0,135.3,147.29,195.91,28.05,63.58,9.13,91.63,3.74,0,674.63,1
116.2719,0,0,0,0,0,0,0,0,135.3,147.29,195.91,28.05,65.89,9.13,98.34,5.72,0,685.63,1
116.2819,0,0,0,0,0,0,0,0,132.33,145.42,193.6,28.05,65.89,9.13,101.75,5.72,0,681.89,1
116.2919,0,0,0,0,0,0,0,0,129.36,143.55,193.6,28.05,68.2,9.13,108.46,5.72,0,686.07,1
116.3019,0,0,0,0,0,0,0,0,129.36,141.68,193.6,28.05,70.62,9.13,111.87,5.72,0,690.03,1
116.3119,0,0,0,0,0,0,0,0,126.39,141.68,191.29,28.05,70.62,9.13,115.28,5.72,0,688.16,1
116.3219,0,0,0,0,0,0,0,0,126.39,139.81,188.98,28.05,72.93,9.13,118.58,5.72,0,689.59,1
116.3319,0,0,0,0,0,0,0,0,123.42,137.94,186.67,28.05,72.93,11.44,121.99,5.72,0,688.16,1
116.3419,0,0,0,0,0,0,0,0,120.45,136.07,184.47,28.05,75.24,11.44,125.29,5.72,0,686.73,1
116.3519,0,0,0,0,0,0,0,0,117.48,134.2,182.16,28.05,75.24,11.44,128.7,7.59,0,684.86,1
116.3619,0,0,0,0,0,0,0,0,114.51,132.44,179.85,28.05,77.66,11.44,132,7.59,0,683.54,1
